Seiza:1, Coor:-5,-6,-6,-1
Seiza:297, Coor:1,-6,4,-5
Seiza:2, Coor:4,0,-1,5
Seiza:2, Coor:-8,5,-7,2
Seiza:2, Coor:4,0,8,-4
Seiza:2, Coor:6,2,-4,1
Seiza:2, Coor:0,-8,1,1
Seiza:22, Coor:6,-5,-5,6
Seiza:2, Coor:4,3,7,1
Seiza:2, Coor:-5,4,3,0
Seiza:298, Coor:-7,-2,2,7
Seiza:299, Coor:3,7,-5,-3
Seiza:150, Coor:-8,-6,0,-5
Seiza:42, Coor:7,-3,3,-7
Seiza:300, Coor:3,0,0,7
Seiza:150, Coor:-8,-6,-1,-3
Seiza:9, Coor:4,3,-5,-5
Seiza:2, Coor:-7,-4,-7,-1
Seiza:301, Coor:-2,8,-6,8
Seiza:2, Coor:7,-3,-5,0
Seiza:2, Coor:8,-6,-7,0
Seiza:2, Coor:7,-3,0,-3
Seiza:2, Coor:-1,1,7,4
Seiza:2, Coor:-4,-8,-3,5
Seiza:2, Coor:-7,6,6,-6
Seiza:302, Coor:-6,7,1,6
Seiza:2, Coor:-1,5,3,-6
Seiza:2, Coor:0,2,-3,-2
Seiza:2, Coor:1,6,8,5
Seiza:254, Coor:8,0,5,8
Seiza:2, Coor:-4,0,3,8
Seiza:2, Coor:5,-1,4,1
Seiza:2, Coor:0,-7,4,0
Seiza:110, Coor:4,-8,-7,0
Seiza:2, Coor:4,-1,1,-8
Seiza:303, Coor:-7,6,3,-3
Seiza:2, Coor:2,5,-2,7
Seiza:54, Coor:0,-5,4,7
Seiza:2, Coor:0,-6,1,6
Seiza:69, Coor:4,-7,6,-5
Seiza:2, Coor:1,-3,-7,-2
Seiza:2, Coor:-5,-3,-7,6
Seiza:304, Coor:6,7,2,5
Seiza:2, Coor:0,-1,7,3
Seiza:2, Coor:-1,-8,8,-1
Seiza:2, Coor:5,-5,-3,-1
Seiza:2, Coor:-5,2,3,4
Seiza:2, Coor:2,2,0,-4
Seiza:2, Coor:-3,1,2,2
Seiza:2, Coor:6,-8,-1,-1
Seiza:2, Coor:6,-5,7,1
Seiza:2, Coor:-6,-1,0,-1
Seiza:2, Coor:8,-7,-7,-2
Seiza:2, Coor:-4,-1,0,3
Seiza:2, Coor:-6,4,-4,-1
Seiza:2, Coor:1,5,-5,2
Seiza:2, Coor:3,-7,-2,1
Seiza:2, Coor:1,7,7,6
Seiza:2, Coor:-4,3,4,-6
Seiza:54, Coor:0,-4,4,7
Seiza:2, Coor:-6,5,2,1
Seiza:305, Coor:-5,6,3,5
Seiza:2, Coor:-8,0,0,0
Seiza:2, Coor:-1,-2,2,-2
Seiza:2, Coor:6,-5,5,0
Seiza:2, Coor:-3,-5,0,-2
Seiza:2, Coor:0,8,2,8
Seiza:2, Coor:-3,3,7,-2
Seiza:203, Coor:3,8,1,-4
Seiza:2, Coor:8,4,-1,6
Seiza:22, Coor:2,-8,-5,3
Seiza:306, Coor:-4,5,1,-2
Seiza:2, Coor:3,3,5,1
Seiza:307, Coor:7,0,-4,6
Seiza:2, Coor:-2,-3,5,-8
Seiza:2, Coor:0,-5,-8,2
Seiza:2, Coor:-3,-1,4,-1
Seiza:2, Coor:6,4,7,1
Seiza:18, Coor:-8,-3,1,-5
Seiza:2, Coor:3,0,-6,1
Seiza:54, Coor:-1,-6,7,8
Seiza:6, Coor:2,-4,3,-3
Seiza:2, Coor:-2,0,-3,2
Seiza:2, Coor:4,-2,-6,0
Seiza:308, Coor:1,-6,1,-4
Seiza:125, Coor:4,-7,-3,4
Seiza:2, Coor:0,-1,-1,-6
Seiza:2, Coor:-4,4,3,-7
Seiza:2, Coor:0,-8,6,-4
Seiza:47, Coor:-5,7,7,6
Seiza:137, Coor:-5,-8,4,5
Seiza:62, Coor:-2,-6,2,2
Seiza:2, Coor:-8,-6,-4,7
Seiza:309, Coor:-6,-4,4,8
Seiza:228, Coor:-1,7,-7,-7
Seiza:2, Coor:-2,1,-1,4
Seiza:2, Coor:1,-2,0,1
Seiza:2, Coor:8,-5,-8,1
Seiza:213, Coor:5,8,-2,-3
Seiza:310, Coor:-2,3,-7,2
Seiza:2, Coor:2,7,-8,1
Seiza:2, Coor:-4,6,5,0
Seiza:238, Coor:0,-8,-3,-8
Seiza:2, Coor:-4,-6,7,-4
Seiza:2, Coor:-4,3,-4,-1
Seiza:166, Coor:3,5,-4,-8
Seiza:2, Coor:-1,1,1,0
Seiza:2, Coor:-8,0,-3,6
Seiza:2, Coor:-2,2,-5,5
Seiza:2, Coor:-4,6,6,0
Seiza:2, Coor:2,4,5,3
Seiza:2, Coor:0,4,6,-3
Seiza:19, Coor:5,0,1,-3
Seiza:2, Coor:-3,4,7,2
Seiza:2, Coor:3,-1,6,-2
Seiza:2, Coor:0,-1,0,8
Seiza:130, Coor:-8,8,-2,3
Seiza:54, Coor:2,-4,4,5
Seiza:2, Coor:5,-2,5,1
Seiza:45, Coor:7,-3,3,7
Seiza:2, Coor:1,0,3,-5
Seiza:47, Coor:-4,7,6,6
Seiza:2, Coor:0,4,3,2
Seiza:2, Coor:3,3,-2,-3
Seiza:2, Coor:-2,5,1,-7
Seiza:2, Coor:7,-6,0,0
Seiza:2, Coor:3,-5,-6,0
Seiza:150, Coor:-7,-5,0,-5
Seiza:2, Coor:6,0,0,0
Seiza:69, Coor:4,-8,5,-6
Seiza:2, Coor:-6,-4,-4,2
Seiza:2, Coor:2,8,7,7
Seiza:42, Coor:7,0,4,-7
Seiza:2, Coor:4,-1,1,0
Total number of constellations: 310
