ID:0, y:18, x:37
ID:0, y:8, x:83
ID:4, y:13, x:21
ID:5, y:22, x:47
ID:8, y:22, x:70
ID:1, y:36, x:142
ID:3, y:62, x:88
ID:6, y:67, x:36
ID:7, y:79, x:79
ID:9, y:80, x:62
ID:2, y:85, x:60
ID:15, y:89, x:40
ID:11, y:104, x:48
ID:12, y:107, x:29
ID:16, y:113, x:118
ID:10, y:115, x:62
ID:14, y:137, x:7
ID:13, y:143, x:55

ID:0, y:8, x:84
ID:4, y:13, x:20
ID:5, y:21, x:47
ID:8, y:22, x:69
ID:1, y:37, x:142
ID:3, y:62, x:89
ID:6, y:68, x:36
ID:7, y:80, x:79
ID:9, y:81, x:62
ID:2, y:86, x:60
ID:15, y:89, x:41
ID:11, y:105, x:48
ID:12, y:107, x:28
ID:16, y:112, x:118
ID:10, y:115, x:61
ID:14, y:138, x:7
ID:13, y:143, x:54

ID:0, y:8, x:85
ID:4, y:13, x:19
ID:5, y:20, x:47
ID:8, y:22, x:68
ID:1, y:38, x:142
ID:3, y:62, x:90
ID:6, y:68, x:35
ID:7, y:81, x:79
ID:9, y:82, x:62
ID:2, y:87, x:60
ID:15, y:90, x:41
ID:11, y:106, x:48
ID:12, y:107, x:27
ID:16, y:112, x:119
ID:10, y:115, x:60
ID:14, y:138, x:8
ID:13, y:143, x:53

ID:0, y:8, x:86
ID:4, y:13, x:18
ID:5, y:19, x:47
ID:8, y:22, x:67
ID:1, y:39, x:142
ID:3, y:63, x:90
ID:6, y:68, x:34
ID:7, y:81, x:78
ID:9, y:82, x:61
ID:2, y:88, x:60
ID:15, y:90, x:42
ID:12, y:107, x:26
ID:11, y:107, x:48
ID:16, y:112, x:120
ID:10, y:115, x:59
ID:14, y:138, x:9
ID:13, y:143, x:52

ID:0, y:8, x:87
ID:4, y:13, x:17
ID:5, y:18, x:47
ID:8, y:21, x:67
ID:1, y:40, x:142
ID:3, y:63, x:91
ID:6, y:69, x:34
ID:7, y:82, x:78
ID:9, y:83, x:61
ID:2, y:89, x:60
ID:15, y:90, x:43
ID:12, y:106, x:26
ID:11, y:107, x:47
ID:16, y:112, x:121
ID:10, y:115, x:58
ID:14, y:138, x:10
ID:13, y:143, x:51

ID:0, y:8, x:88
ID:4, y:13, x:16
ID:5, y:18, x:48
ID:8, y:20, x:67
ID:1, y:41, x:142
ID:3, y:63, x:92
ID:6, y:70, x:34
ID:7, y:83, x:78
ID:9, y:84, x:61
ID:2, y:89, x:59
ID:15, y:91, x:43
ID:12, y:105, x:26
ID:11, y:108, x:47
ID:16, y:112, x:122
ID:10, y:114, x:58
ID:14, y:138, x:11
ID:13, y:143, x:50

ID:0, y:8, x:89
ID:4, y:13, x:15
ID:5, y:17, x:48
ID:8, y:19, x:67
ID:1, y:42, x:142
ID:3, y:64, x:92
ID:6, y:70, x:33
ID:7, y:83, x:77
ID:9, y:85, x:61
ID:2, y:89, x:58
ID:15, y:91, x:44
ID:12, y:104, x:26
ID:11, y:109, x:47
ID:16, y:112, x:123
ID:10, y:113, x:58
ID:14, y:138, x:12
ID:13, y:143, x:49

ID:0, y:8, x:90
ID:4, y:12, x:15
ID:5, y:16, x:48
ID:8, y:19, x:66
ID:1, y:43, x:142
ID:3, y:64, x:93
ID:6, y:70, x:32
ID:7, y:84, x:77
ID:9, y:86, x:61
ID:2, y:90, x:58
ID:15, y:91, x:45
ID:12, y:103, x:26
ID:11, y:110, x:47
ID:16, y:111, x:123
ID:10, y:113, x:57
ID:14, y:138, x:13
ID:13, y:143, x:48

ID:0, y:8, x:91
ID:4, y:11, x:15
ID:5, y:16, x:49
ID:8, y:19, x:65
ID:1, y:44, x:142
ID:3, y:63, x:93
ID:6, y:71, x:32
ID:7, y:85, x:77
ID:9, y:87, x:61
ID:15, y:91, x:46
ID:2, y:91, x:58
ID:12, y:103, x:25
ID:11, y:110, x:46
ID:16, y:110, x:123
ID:10, y:113, x:56
ID:14, y:138, x:14
ID:13, y:143, x:47

ID:0, y:8, x:92
ID:4, y:11, x:14
ID:5, y:16, x:50
ID:8, y:19, x:64
ID:1, y:45, x:142
ID:3, y:62, x:93
ID:6, y:72, x:32
ID:7, y:86, x:77
ID:9, y:87, x:60
ID:2, y:91, x:57
ID:15, y:92, x:46
ID:12, y:103, x:24
ID:16, y:109, x:123
ID:11, y:111, x:46
ID:10, y:113, x:55
ID:14, y:138, x:15
ID:13, y:142, x:47

ID:0, y:8, x:93
ID:4, y:11, x:13
ID:5, y:15, x:50
ID:8, y:19, x:63
ID:1, y:46, x:142
ID:3, y:62, x:94
ID:6, y:73, x:32
ID:7, y:87, x:77
ID:9, y:88, x:60
ID:2, y:91, x:56
ID:15, y:92, x:47
ID:12, y:103, x:23
ID:16, y:108, x:123
ID:11, y:112, x:46
ID:10, y:112, x:55
ID:14, y:138, x:16
ID:13, y:141, x:47

ID:0, y:8, x:94
ID:4, y:11, x:12
ID:5, y:14, x:50
ID:8, y:19, x:62
ID:1, y:47, x:142
ID:3, y:62, x:95
ID:6, y:74, x:32
ID:7, y:88, x:77
ID:9, y:89, x:60
ID:15, y:92, x:48
ID:2, y:92, x:56
ID:12, y:102, x:23
ID:16, y:107, x:123
ID:11, y:112, x:45
ID:10, y:112, x:54
ID:14, y:138, x:17
ID:13, y:140, x:47

ID:0, y:8, x:95
ID:4, y:11, x:11
ID:5, y:14, x:51
ID:8, y:19, x:61
ID:1, y:48, x:142
ID:3, y:61, x:95
ID:6, y:74, x:31
ID:7, y:89, x:77
ID:9, y:90, x:60
ID:15, y:92, x:49
ID:2, y:93, x:56
ID:12, y:101, x:23
ID:16, y:106, x:123
ID:11, y:112, x:44
ID:10, y:112, x:53
ID:14, y:139, x:17
ID:13, y:139, x:47

ID:0, y:8, x:96
ID:4, y:12, x:11
ID:5, y:14, x:52
ID:8, y:19, x:60
ID:1, y:49, x:142
ID:3, y:60, x:95
ID:6, y:75, x:31
ID:7, y:89, x:76
ID:9, y:90, x:59
ID:15, y:92, x:50
ID:2, y:94, x:56
ID:12, y:101, x:22
ID:16, y:105, x:123
ID:10, y:112, x:52
ID:11, y:113, x:44
ID:13, y:139, x:46
ID:14, y:140, x:17

ID:0, y:8, x:97
ID:4, y:13, x:11
ID:5, y:14, x:53
ID:8, y:19, x:59
ID:1, y:50, x:142
ID:3, y:60, x:96
ID:6, y:76, x:31
ID:7, y:89, x:75
ID:9, y:90, x:58
ID:15, y:92, x:51
ID:2, y:95, x:56
ID:12, y:101, x:21
ID:16, y:104, x:123
ID:10, y:112, x:51
ID:11, y:114, x:44
ID:13, y:139, x:45
ID:14, y:140, x:18

ID:0, y:8, x:98
ID:5, y:13, x:53
ID:4, y:14, x:11
ID:8, y:19, x:58
ID:1, y:51, x:142
ID:3, y:60, x:97
ID:6, y:77, x:31
ID:7, y:89, x:74
ID:9, y:91, x:58
ID:15, y:93, x:51
ID:2, y:95, x:55
ID:12, y:101, x:20
ID:16, y:104, x:124
ID:10, y:111, x:51
ID:11, y:114, x:43
ID:13, y:139, x:44
ID:14, y:140, x:19

ID:0, y:8, x:99
ID:5, y:12, x:53
ID:4, y:14, x:10
ID:8, y:19, x:57
ID:1, y:52, x:142
ID:3, y:59, x:97
ID:6, y:77, x:30
ID:7, y:90, x:74
ID:9, y:92, x:58
ID:15, y:93, x:52
ID:2, y:96, x:55
ID:12, y:100, x:20
ID:16, y:104, x:125
ID:10, y:111, x:50
ID:11, y:114, x:42
ID:13, y:139, x:43
ID:14, y:140, x:20

ID:0, y:8, x:100
ID:5, y:11, x:53
ID:4, y:14, x:9
ID:8, y:19, x:56
ID:1, y:53, x:142
ID:3, y:58, x:97
ID:6, y:77, x:29
ID:7, y:91, x:74
ID:9, y:92, x:57
ID:15, y:93, x:53
ID:2, y:97, x:55
ID:12, y:99, x:20
ID:16, y:104, x:126
ID:10, y:111, x:49
ID:11, y:115, x:42
ID:13, y:139, x:42
ID:14, y:140, x:21

ID:0, y:8, x:101
ID:5, y:10, x:53
ID:4, y:14, x:8
ID:8, y:19, x:55
ID:1, y:54, x:142
ID:3, y:57, x:97
ID:6, y:77, x:28
ID:15, y:92, x:53
ID:9, y:92, x:56
ID:7, y:92, x:74
ID:12, y:98, x:20
ID:2, y:98, x:55
ID:16, y:103, x:126
ID:10, y:111, x:48
ID:11, y:116, x:42
ID:13, y:139, x:41
ID:14, y:140, x:22

ID:0, y:8, x:102
ID:5, y:10, x:52
ID:4, y:15, x:8
ID:8, y:19, x:54
ID:1, y:55, x:142
ID:3, y:56, x:97
ID:6, y:77, x:27
ID:15, y:91, x:53
ID:7, y:92, x:73
ID:9, y:93, x:56
ID:12, y:97, x:20
ID:2, y:99, x:55
ID:16, y:102, x:126
ID:10, y:111, x:47
ID:11, y:117, x:42
ID:13, y:139, x:40
ID:14, y:140, x:23

ID:0, y:8, x:103
ID:5, y:10, x:51
ID:4, y:16, x:8
ID:8, y:18, x:54
ID:3, y:55, x:97
ID:1, y:56, x:142
ID:6, y:78, x:27
ID:15, y:91, x:54
ID:7, y:93, x:73
ID:9, y:94, x:56
ID:12, y:96, x:20
ID:2, y:100, x:55
ID:16, y:101, x:126
ID:10, y:110, x:47
ID:11, y:117, x:41
ID:13, y:139, x:39
ID:14, y:140, x:24

ID:0, y:8, x:104
ID:5, y:10, x:50
ID:4, y:17, x:8
ID:8, y:18, x:53
ID:3, y:55, x:98
ID:1, y:57, x:142
ID:6, y:79, x:27
ID:15, y:90, x:54
ID:7, y:94, x:73
ID:12, y:95, x:20
ID:9, y:95, x:56
ID:16, y:100, x:126
ID:2, y:101, x:55
ID:10, y:110, x:46
ID:11, y:117, x:40
ID:13, y:139, x:38
ID:14, y:140, x:25

ID:0, y:8, x:105
ID:5, y:10, x:49
ID:4, y:18, x:8
ID:8, y:18, x:52
ID:3, y:54, x:98
ID:1, y:58, x:142
ID:6, y:80, x:27
ID:15, y:89, x:54
ID:12, y:94, x:20
ID:7, y:95, x:73
ID:9, y:96, x:56
ID:16, y:99, x:126
ID:2, y:101, x:54
ID:10, y:110, x:45
ID:11, y:117, x:39
ID:13, y:139, x:37
ID:14, y:140, x:26

ID:0, y:8, x:106
ID:5, y:10, x:48
ID:8, y:18, x:51
ID:4, y:19, x:8
ID:3, y:53, x:98
ID:1, y:59, x:142
ID:6, y:80, x:26
ID:15, y:89, x:55
ID:12, y:93, x:20
ID:7, y:96, x:73
ID:9, y:97, x:56
ID:16, y:98, x:126
ID:2, y:102, x:54
ID:10, y:110, x:44
ID:11, y:118, x:39
ID:13, y:139, x:36
ID:14, y:140, x:27

ID:0, y:8, x:107
ID:5, y:9, x:48
ID:8, y:18, x:50
ID:4, y:19, x:9
ID:3, y:53, x:99
ID:1, y:60, x:142
ID:6, y:81, x:26
ID:15, y:88, x:55
ID:12, y:92, x:20
ID:9, y:97, x:55
ID:7, y:97, x:73
ID:16, y:97, x:126
ID:2, y:103, x:54
ID:10, y:109, x:44
ID:11, y:119, x:39
ID:13, y:139, x:35
ID:14, y:140, x:28

ID:0, y:8, x:108
ID:5, y:9, x:47
ID:8, y:17, x:50
ID:4, y:19, x:10
ID:3, y:52, x:99
ID:1, y:61, x:142
ID:6, y:82, x:26
ID:15, y:87, x:55
ID:12, y:92, x:21
ID:16, y:96, x:126
ID:9, y:98, x:55
ID:7, y:98, x:73
ID:2, y:103, x:53
ID:10, y:109, x:43
ID:11, y:120, x:39
ID:13, y:139, x:34
ID:14, y:140, x:29

ID:0, y:8, x:109
ID:5, y:9, x:46
ID:8, y:17, x:49
ID:4, y:19, x:11
ID:3, y:51, x:99
ID:1, y:62, x:142
ID:6, y:83, x:26
ID:15, y:87, x:56
ID:12, y:91, x:21
ID:16, y:96, x:127
ID:7, y:98, x:72
ID:9, y:99, x:55
ID:2, y:103, x:52
ID:10, y:109, x:42
ID:11, y:121, x:39
ID:13, y:138, x:34
ID:14, y:140, x:30

ID:0, y:8, x:110
ID:5, y:9, x:45
ID:8, y:17, x:48
ID:4, y:20, x:11
ID:3, y:50, x:99
ID:1, y:62, x:141
ID:6, y:84, x:26
ID:15, y:86, x:56
ID:12, y:90, x:21
ID:16, y:95, x:127
ID:7, y:98, x:71
ID:9, y:100, x:55
ID:2, y:103, x:51
ID:10, y:109, x:41
ID:11, y:122, x:39
ID:13, y:138, x:33
ID:14, y:140, x:31

ID:0, y:8, x:111
ID:5, y:9, x:44
ID:8, y:17, x:47
ID:4, y:21, x:11
ID:3, y:49, x:99
ID:1, y:62, x:140
ID:6, y:84, x:25
ID:15, y:85, x:56
ID:12, y:90, x:22
ID:16, y:95, x:126
ID:7, y:99, x:71
ID:9, y:101, x:55
ID:2, y:104, x:51
ID:10, y:109, x:40
ID:11, y:122, x:38
ID:13, y:138, x:32
ID:14, y:140, x:32

ID:0, y:8, x:112
ID:5, y:9, x:43
ID:8, y:16, x:47
ID:4, y:22, x:11
ID:3, y:49, x:100
ID:1, y:62, x:139
ID:15, y:84, x:56
ID:6, y:85, x:25
ID:12, y:90, x:23
ID:16, y:95, x:125
ID:7, y:99, x:72
ID:9, y:102, x:55
ID:2, y:105, x:51
ID:10, y:108, x:40
ID:11, y:122, x:37
ID:13, y:138, x:31
ID:14, y:140, x:33

ID:0, y:8, x:113
ID:5, y:9, x:42
ID:8, y:16, x:46
ID:4, y:23, x:11
ID:3, y:49, x:101
ID:1, y:62, x:138
ID:15, y:83, x:56
ID:6, y:86, x:25
ID:12, y:89, x:23
ID:16, y:95, x:124
ID:7, y:99, x:73
ID:9, y:102, x:54
ID:2, y:106, x:51
ID:10, y:108, x:39
ID:11, y:123, x:37
ID:13, y:138, x:30
ID:14, y:139, x:33

ID:0, y:8, x:114
ID:5, y:9, x:41
ID:8, y:16, x:45
ID:4, y:24, x:11
ID:3, y:48, x:101
ID:1, y:63, x:138
ID:15, y:82, x:56
ID:6, y:87, x:25
ID:12, y:88, x:23
ID:16, y:95, x:123
ID:7, y:99, x:74
ID:9, y:103, x:54
ID:2, y:107, x:51
ID:10, y:108, x:38
ID:11, y:124, x:37
ID:13, y:138, x:29
ID:14, y:139, x:34

ID:0, y:8, x:115
ID:5, y:9, x:40
ID:8, y:16, x:44
ID:4, y:25, x:11
ID:3, y:48, x:100
ID:1, y:64, x:138
ID:15, y:82, x:57
ID:12, y:88, x:24
ID:6, y:88, x:25
ID:16, y:94, x:123
ID:7, y:99, x:75
ID:9, y:104, x:54
ID:2, y:107, x:50
ID:10, y:108, x:37
ID:11, y:125, x:37
ID:13, y:137, x:29
ID:14, y:138, x:34

ID:0, y:8, x:116
ID:5, y:9, x:39
ID:8, y:16, x:43
ID:4, y:26, x:11
ID:3, y:48, x:99
ID:1, y:65, x:138
ID:15, y:82, x:58
ID:12, y:87, x:24
ID:6, y:88, x:24
ID:16, y:93, x:123
ID:7, y:99, x:76
ID:9, y:104, x:53
ID:10, y:107, x:37
ID:2, y:107, x:49
ID:11, y:126, x:37
ID:13, y:137, x:28
ID:14, y:137, x:34

ID:5, y:8, x:39
ID:0, y:8, x:117
ID:8, y:16, x:42
ID:4, y:27, x:11
ID:3, y:48, x:98
ID:1, y:66, x:138
ID:15, y:81, x:58
ID:12, y:86, x:24
ID:6, y:89, x:24
ID:16, y:92, x:123
ID:7, y:100, x:76
ID:9, y:104, x:52
ID:10, y:107, x:36
ID:2, y:107, x:48
ID:11, y:126, x:36
ID:13, y:137, x:27
ID:14, y:137, x:35

ID:5, y:7, x:39
ID:0, y:9, x:117
ID:8, y:16, x:41
ID:4, y:28, x:11
ID:3, y:47, x:98
ID:1, y:67, x:138
ID:15, y:80, x:58
ID:12, y:85, x:24
ID:6, y:90, x:24
ID:16, y:91, x:123
ID:7, y:101, x:76
ID:9, y:104, x:51
ID:10, y:107, x:35
ID:2, y:108, x:48
ID:11, y:126, x:35
ID:13, y:137, x:26
ID:14, y:137, x:36

ID:5, y:6, x:39
ID:0, y:10, x:117
ID:8, y:16, x:40
ID:4, y:28, x:12
ID:3, y:47, x:97
ID:1, y:68, x:138
ID:15, y:80, x:59
ID:12, y:84, x:24
ID:6, y:90, x:23
ID:16, y:90, x:123
ID:7, y:101, x:77
ID:9, y:105, x:51
ID:10, y:107, x:34
ID:2, y:109, x:48
ID:11, y:126, x:34
ID:13, y:137, x:25
ID:14, y:137, x:37

ID:5, y:6, x:38
ID:0, y:10, x:116
ID:8, y:17, x:40
ID:4, y:28, x:13
ID:3, y:47, x:96
ID:1, y:68, x:137
ID:15, y:79, x:59
ID:12, y:84, x:25
ID:16, y:89, x:123
ID:6, y:91, x:23
ID:7, y:101, x:78
ID:10, y:106, x:34
ID:9, y:106, x:51
ID:2, y:110, x:48
ID:11, y:127, x:34
ID:13, y:137, x:24
ID:14, y:137, x:38

ID:5, y:6, x:37
ID:0, y:11, x:116
ID:8, y:18, x:40
ID:4, y:28, x:14
ID:3, y:47, x:95
ID:1, y:68, x:136
ID:15, y:78, x:59
ID:12, y:83, x:25
ID:16, y:88, x:123
ID:6, y:92, x:23
ID:7, y:102, x:78
ID:10, y:105, x:34
ID:9, y:107, x:51
ID:2, y:110, x:47
ID:11, y:128, x:34
ID:13, y:137, x:23
ID:14, y:137, x:39

ID:5, y:6, x:36
ID:0, y:11, x:117
ID:8, y:18, x:39
ID:4, y:28, x:15
ID:3, y:46, x:95
ID:1, y:69, x:136
ID:15, y:78, x:60
ID:12, y:82, x:25
ID:16, y:88, x:122
ID:6, y:92, x:22
ID:7, y:102, x:79
ID:10, y:104, x:34
ID:9, y:108, x:51
ID:2, y:111, x:47
ID:11, y:129, x:34
ID:14, y:136, x:39
ID:13, y:137, x:22

ID:5, y:6, x:35
ID:0, y:11, x:118
ID:8, y:19, x:39
ID:4, y:28, x:16
ID:3, y:45, x:95
ID:1, y:70, x:136
ID:15, y:77, x:60
ID:12, y:81, x:25
ID:16, y:88, x:121
ID:6, y:92, x:21
ID:7, y:102, x:80
ID:10, y:103, x:34
ID:9, y:109, x:51
ID:2, y:112, x:47
ID:11, y:130, x:34
ID:14, y:135, x:39
ID:13, y:137, x:21

ID:5, y:6, x:34
ID:0, y:11, x:119
ID:8, y:20, x:39
ID:4, y:28, x:17
ID:3, y:45, x:94
ID:1, y:71, x:136
ID:15, y:76, x:60
ID:12, y:80, x:25
ID:16, y:88, x:120
ID:6, y:93, x:21
ID:10, y:103, x:33
ID:7, y:103, x:80
ID:9, y:109, x:50
ID:2, y:112, x:46
ID:11, y:131, x:34
ID:14, y:134, x:39
ID:13, y:137, x:20

ID:5, y:6, x:33
ID:0, y:11, x:120
ID:8, y:21, x:39
ID:4, y:28, x:18
ID:3, y:45, x:93
ID:1, y:71, x:135
ID:15, y:75, x:60
ID:12, y:80, x:26
ID:16, y:87, x:120
ID:6, y:93, x:22
ID:10, y:103, x:32
ID:7, y:103, x:81
ID:9, y:109, x:49
ID:2, y:113, x:46
ID:11, y:132, x:34
ID:14, y:133, x:39
ID:13, y:137, x:19

ID:5, y:6, x:32
ID:0, y:11, x:121
ID:8, y:22, x:39
ID:4, y:28, x:19
ID:3, y:45, x:92
ID:1, y:72, x:135
ID:15, y:74, x:60
ID:12, y:79, x:26
ID:16, y:86, x:120
ID:6, y:93, x:23
ID:10, y:103, x:31
ID:7, y:103, x:82
ID:9, y:109, x:48
ID:2, y:114, x:46
ID:11, y:132, x:33
ID:14, y:132, x:39
ID:13, y:137, x:18

ID:5, y:6, x:31
ID:0, y:11, x:122
ID:8, y:22, x:38
ID:4, y:28, x:20
ID:3, y:44, x:92
ID:1, y:73, x:135
ID:15, y:74, x:61
ID:12, y:78, x:26
ID:16, y:85, x:120
ID:6, y:93, x:24
ID:10, y:102, x:31
ID:7, y:103, x:83
ID:9, y:110, x:48
ID:2, y:114, x:45
ID:14, y:132, x:40
ID:11, y:133, x:33
ID:13, y:137, x:17

ID:5, y:5, x:31
ID:0, y:11, x:123
ID:8, y:22, x:37
ID:4, y:28, x:21
ID:3, y:44, x:91
ID:15, y:73, x:61
ID:1, y:74, x:135
ID:12, y:77, x:26
ID:16, y:85, x:119
ID:6, y:94, x:24
ID:10, y:102, x:30
ID:7, y:103, x:84
ID:9, y:111, x:48
ID:2, y:114, x:44
ID:14, y:132, x:41
ID:11, y:134, x:33
ID:13, y:136, x:17

ID:5, y:5, x:30
ID:0, y:11, x:124
ID:8, y:22, x:36
ID:4, y:29, x:21
ID:3, y:44, x:90
ID:15, y:72, x:61
ID:1, y:74, x:134
ID:12, y:77, x:27
ID:16, y:85, x:118
ID:6, y:95, x:24
ID:10, y:102, x:29
ID:7, y:103, x:85
ID:9, y:111, x:47
ID:2, y:115, x:44
ID:14, y:132, x:42
ID:11, y:135, x:33
ID:13, y:136, x:16

ID:5, y:5, x:29
ID:0, y:12, x:124
ID:8, y:23, x:36
ID:4, y:30, x:21
ID:3, y:44, x:89
ID:15, y:71, x:61
ID:1, y:75, x:134
ID:12, y:76, x:27
ID:16, y:84, x:118
ID:6, y:96, x:24
ID:10, y:101, x:29
ID:7, y:103, x:86
ID:9, y:112, x:47
ID:2, y:116, x:44
ID:14, y:132, x:43
ID:11, y:135, x:32
ID:13, y:136, x:15

ID:5, y:6, x:29
ID:0, y:13, x:124
ID:8, y:24, x:36
ID:4, y:31, x:21
ID:3, y:44, x:88
ID:15, y:70, x:61
ID:12, y:75, x:27
ID:1, y:76, x:134
ID:16, y:83, x:118
ID:6, y:96, x:25
ID:10, y:101, x:28
ID:7, y:103, x:87
ID:9, y:113, x:47
ID:2, y:117, x:44
ID:14, y:132, x:44
ID:11, y:135, x:31
ID:13, y:136, x:14

ID:5, y:6, x:28
ID:0, y:13, x:125
ID:8, y:25, x:36
ID:4, y:32, x:21
ID:3, y:44, x:87
ID:15, y:69, x:61
ID:12, y:74, x:27
ID:1, y:76, x:133
ID:16, y:83, x:117
ID:6, y:96, x:26
ID:10, y:101, x:27
ID:7, y:104, x:87
ID:9, y:113, x:46
ID:2, y:117, x:43
ID:14, y:132, x:45
ID:11, y:135, x:30
ID:13, y:136, x:13

ID:5, y:6, x:27
ID:0, y:13, x:126
ID:8, y:26, x:36
ID:4, y:32, x:22
ID:3, y:43, x:87
ID:15, y:69, x:62
ID:12, y:74, x:28
ID:1, y:77, x:133
ID:16, y:83, x:116
ID:6, y:97, x:26
ID:10, y:101, x:26
ID:7, y:104, x:88
ID:9, y:114, x:46
ID:2, y:117, x:42
ID:14, y:132, x:46
ID:13, y:135, x:13
ID:11, y:135, x:29

ID:5, y:6, x:26
ID:0, y:13, x:127
ID:8, y:27, x:36
ID:4, y:32, x:23
ID:3, y:42, x:87
ID:15, y:68, x:62
ID:12, y:74, x:29
ID:1, y:78, x:133
ID:16, y:83, x:115
ID:6, y:98, x:26
ID:10, y:100, x:26
ID:7, y:104, x:89
ID:9, y:115, x:46
ID:2, y:118, x:42
ID:14, y:132, x:47
ID:13, y:135, x:12
ID:11, y:136, x:29

COLLISION!
x:26, y:99
